Entity,Code,Year,Annual CO₂ emissions
Austria,AUT,1807,168544
Austria,AUT,1819,252815.98
Austria,AUT,1820,333424
Austria,AUT,1821,359072
Austria,AUT,1822,366400
Austria,AUT,1823,348080
Austria,AUT,1824,399376
Austria,AUT,1825,403040
Austria,AUT,1826,458000
Austria,AUT,1827,476320
Austria,AUT,1828,458000
Austria,AUT,1829,476320
Austria,AUT,1830,494640
Austria,AUT,1831,479984
Austria,AUT,1832,512960.03
Austria,AUT,1833,428688
Austria,AUT,1834,586240
Austria,AUT,1835,633872
Austria,AUT,1836,674176
Austria,AUT,1837,707152
Austria,AUT,1838,850048
Austria,AUT,1839,1058896
Austria,AUT,1840,1168816
Austria,AUT,1841,1319040
Austria,AUT,1842,1458272
Austria,AUT,1843,1267744
Austria,AUT,1844,1593840
Austria,AUT,1845,1799024
Austria,AUT,1846,2114128
Austria,AUT,1847,2081152
Austria,AUT,1848,2333968
Austria,AUT,1849,2260688
Austria,AUT,1850,2326640
Austria,AUT,1851,2333968
Austria,AUT,1852,2810288
Austria,AUT,1853,3224320
Austria,AUT,1854,3176688
Austria,AUT,1855,3700640
Austria,AUT,1856,4231920
Austria,AUT,1857,4873120
Austria,AUT,1858,7243728
Austria,AUT,1859,5866064
Austria,AUT,1860,6148192
Austria,AUT,1861,6379024
Austria,AUT,1862,6353376
Austria,AUT,1863,5877056
Austria,AUT,1864,5074640
Austria,AUT,1865,5353104
Austria,AUT,1866,3594384
Austria,AUT,1867,4913424
Austria,AUT,1868,6071248
Austria,AUT,1869,6485280
Austria,AUT,1870,7364640
Austria,AUT,1871,10141952
Austria,AUT,1872,10006384
Austria,AUT,1873,10728192
Austria,AUT,1874,9152672
Austria,AUT,1875,7859280
Austria,AUT,1876,8090111.5
Austria,AUT,1877,7284032
Austria,AUT,1878,7240064
Austria,AUT,1879,8863216
Austria,AUT,1880,23647456
Austria,AUT,1881,10314160
Austria,AUT,1882,10599952
Austria,AUT,1883,11761440
Austria,AUT,1884,11460992
Austria,AUT,1885,12047232
Austria,AUT,1886,11369392
Austria,AUT,1887,12256080
Austria,AUT,1888,11951968
Austria,AUT,1889,12875296
Austria,AUT,1890,13036512
Austria,AUT,1891,14945456
Austria,AUT,1892,14465472
Austria,AUT,1893,17700784
Austria,AUT,1894,18129472
Austria,AUT,1895,20371840
Austria,AUT,1896,21298832
Austria,AUT,1897,23020912
Austria,AUT,1898,24453536
Austria,AUT,1899,24816272
Austria,AUT,1900,27696176
Austria,AUT,1901,28352032
Austria,AUT,1902,25695632
Austria,AUT,1903,25699296
Austria,AUT,1904,27208864
Austria,AUT,1905,28608512
Austria,AUT,1906,34177790
Austria,AUT,1907,42696590
Austria,AUT,1908,60030976
Austria,AUT,1909,43641904
Austria,AUT,1910,58785216
Austria,AUT,1911,49141570
Austria,AUT,1912,51688050
Austria,AUT,1913,60983616
Austria,AUT,1914,49654530
Austria,AUT,1915,35342944
Austria,AUT,1916,9086720
Austria,AUT,1917,3451488
Austria,AUT,1918,3337904
Austria,AUT,1919,3015472
Austria,AUT,1920,14527760
Austria,AUT,1921,19338592
Austria,AUT,1922,18587472
Austria,AUT,1923,17777728
Austria,AUT,1924,20093376
Austria,AUT,1925,18990512
Austria,AUT,1926,18620448
Austria,AUT,1927,20122688
Austria,AUT,1928,21190466
Austria,AUT,1929,24172726
Austria,AUT,1930,18863498
Austria,AUT,1931,18102606
Austria,AUT,1932,15171198
Austria,AUT,1933,14229847
Austria,AUT,1934,13753408
Austria,AUT,1935,13921714
Austria,AUT,1936,13591954
Austria,AUT,1937,15258836
Austria,AUT,1938,5786503
Austria,AUT,1939,6335720
Austria,AUT,1940,7343022
Austria,AUT,1941,7973112
Austria,AUT,1942,8545348
Austria,AUT,1943,9611216
Austria,AUT,1944,9390832
Austria,AUT,1945,4561680
Austria,AUT,1946,12760137
Austria,AUT,1947,17630040
Austria,AUT,1948,24487262
Austria,AUT,1949,26574256
Austria,AUT,1950,20945440
Austria,AUT,1951,23322830
Austria,AUT,1952,22117730
Austria,AUT,1953,21758514
Austria,AUT,1954,24542354
Austria,AUT,1955,29110290
Austria,AUT,1956,28245288
Austria,AUT,1957,29222774
Austria,AUT,1958,28127150
Austria,AUT,1959,27946542
Austria,AUT,1960,30824784
Austria,AUT,1961,31860686
Austria,AUT,1962,33908950
Austria,AUT,1963,36996856
Austria,AUT,1964,38940580
Austria,AUT,1965,38184520
Austria,AUT,1966,39245444
Austria,AUT,1967,39955876
Austria,AUT,1968,42330116
Austria,AUT,1969,44675230
Austria,AUT,1970,50672004
Austria,AUT,1971,52102070
Austria,AUT,1972,56100684
Austria,AUT,1973,60044836
Austria,AUT,1974,57326936
Austria,AUT,1975,54239144
Austria,AUT,1976,58229440
Austria,AUT,1977,56015676
Austria,AUT,1978,57248468
Austria,AUT,1979,61346972
Austria,AUT,1980,52054240
Austria,AUT,1981,55862204
Austria,AUT,1982,53598264
Austria,AUT,1983,51697550
Austria,AUT,1984,54247024
Austria,AUT,1985,54402960
Austria,AUT,1986,53765172
Austria,AUT,1987,57406892
Austria,AUT,1988,52962868
Austria,AUT,1989,53718110
Austria,AUT,1990,62191450
Austria,AUT,1991,65790084
Austria,AUT,1992,60291068
Austria,AUT,1993,60710530
Austria,AUT,1994,61080120
Austria,AUT,1995,64063036
Austria,AUT,1996,67410310
Austria,AUT,1997,67304890
Austria,AUT,1998,66936904
Austria,AUT,1999,65667700
Austria,AUT,2000,66204024
Austria,AUT,2001,70190730
Austria,AUT,2002,71988380
Austria,AUT,2003,77411930
Austria,AUT,2004,77715920
Austria,AUT,2005,79095480
Austria,AUT,2006,76796200
Austria,AUT,2007,74092160
Austria,AUT,2008,73466480
Austria,AUT,2009,67301760
Austria,AUT,2010,72000250
Austria,AUT,2011,69891710
Austria,AUT,2012,67260344
Austria,AUT,2013,67758860
Austria,AUT,2014,64158736
Austria,AUT,2015,66357780
Austria,AUT,2016,67218740
Austria,AUT,2017,69601480
Austria,AUT,2018,66566510
Austria,AUT,2019,67951230
Austria,AUT,2020,62179828
Austria,AUT,2021,65751344
Austria,AUT,2022,61454140
Austria,AUT,2023,56908956
Austria,AUT,2024,56367656
Belgium,BEL,1802,6397344
Belgium,BEL,1830,6195824
Belgium,BEL,1831,4462752
Belgium,BEL,1832,4715568
Belgium,BEL,1833,4565344
Belgium,BEL,1834,4407792
Belgium,BEL,1835,4759536
Belgium,BEL,1836,5598592
Belgium,BEL,1837,5997968
Belgium,BEL,1838,6122544
Belgium,BEL,1839,6708784
Belgium,BEL,1840,7727376
Belgium,BEL,1841,7390288
Belgium,BEL,1842,7679744
Belgium,BEL,1843,7111824
Belgium,BEL,1844,7800656
Belgium,BEL,1845,8218352.5
Belgium,BEL,1846,8965808
Belgium,BEL,1847,9317552
Belgium,BEL,1848,8284303.5
Belgium,BEL,1849,8734976
Belgium,BEL,1850,9332208
Belgium,BEL,1851,10167600
Belgium,BEL,1852,11409696
Belgium,BEL,1853,11787088
Belgium,BEL,1854,13058496
Belgium,BEL,1855,13377264
Belgium,BEL,1856,13212384
Belgium,BEL,1857,13754656
Belgium,BEL,1858,14450816
Belgium,BEL,1859,14897824
Belgium,BEL,1860,15212928
Belgium,BEL,1861,16458689
Belgium,BEL,1862,16345104
Belgium,BEL,1863,17228128
Belgium,BEL,1864,18081840
Belgium,BEL,1865,19060128
Belgium,BEL,1866,20529392
Belgium,BEL,1867,22233152
Belgium,BEL,1868,20100704
Belgium,BEL,1869,21650576
Belgium,BEL,1870,24746656
Belgium,BEL,1871,23717072
Belgium,BEL,1872,25589376
Belgium,BEL,1873,28106544
Belgium,BEL,1874,25915472
Belgium,BEL,1875,26930400
Belgium,BEL,1876,26318512
Belgium,BEL,1877,25050768
Belgium,BEL,1878,27238176
Belgium,BEL,1879,27732816
Belgium,BEL,1880,30425856
Belgium,BEL,1881,30631040
Belgium,BEL,1882,32437394
Belgium,BEL,1883,34382976
Belgium,BEL,1884,33870016
Belgium,BEL,1885,33082256
Belgium,BEL,1886,32103970
Belgium,BEL,1887,33968944
Belgium,BEL,1888,36053760
Belgium,BEL,1889,36834190
Belgium,BEL,1890,39824016
Belgium,BEL,1891,37779504
Belgium,BEL,1892,37728210
Belgium,BEL,1893,36075744
Belgium,BEL,1894,39831344
Belgium,BEL,1895,40131790
Belgium,BEL,1896,42278896
Belgium,BEL,1897,43744496
Belgium,BEL,1898,45085520
Belgium,BEL,1899,47126370
Belgium,BEL,1900,49665520
Belgium,BEL,1901,46708670
Belgium,BEL,1902,48855776
Belgium,BEL,1903,52629696
Belgium,BEL,1904,50350690
Belgium,BEL,1905,50266416
Belgium,BEL,1906,57495490
Belgium,BEL,1907,58323550
Belgium,BEL,1908,57847230
Belgium,BEL,1909,57762960
Belgium,BEL,1910,61287730
Belgium,BEL,1911,61687104
Belgium,BEL,1912,64775856
Belgium,BEL,1913,68014830
Belgium,BEL,1914,40575136
Belgium,BEL,1915,34419616
Belgium,BEL,1916,45792670
Belgium,BEL,1917,36247950
Belgium,BEL,1918,33723456
Belgium,BEL,1919,44869344
Belgium,BEL,1920,55154190
Belgium,BEL,1921,50533890
Belgium,BEL,1922,55908976
Belgium,BEL,1923,71884020
Belgium,BEL,1924,76255170
Belgium,BEL,1925,78039540
Belgium,BEL,1926,77684130
Belgium,BEL,1927,90475150
Belgium,BEL,1928,88246130
Belgium,BEL,1929,96954620
Belgium,BEL,1930,93672490
Belgium,BEL,1931,84122810
Belgium,BEL,1932,67713210
Belgium,BEL,1933,72656570
Belgium,BEL,1934,74957770
Belgium,BEL,1935,71640630
Belgium,BEL,1936,75003560
Belgium,BEL,1937,90298120
Belgium,BEL,1938,79119070
Belgium,BEL,1939,73709370
Belgium,BEL,1940,62103940
Belgium,BEL,1941,65183670
Belgium,BEL,1942,61076828
Belgium,BEL,1943,57852690
Belgium,BEL,1944,33138442
Belgium,BEL,1945,38755176
Belgium,BEL,1946,56410636
Belgium,BEL,1947,82030070
Belgium,BEL,1948,85057290
Belgium,BEL,1949,80772050
Belgium,BEL,1950,76204230
Belgium,BEL,1951,89457100
Belgium,BEL,1952,83467630
Belgium,BEL,1953,82381010
Belgium,BEL,1954,85741900
Belgium,BEL,1955,92024380
Belgium,BEL,1956,96787704
Belgium,BEL,1957,96494410
Belgium,BEL,1958,87692430
Belgium,BEL,1959,88317430
Belgium,BEL,1960,90915416
Belgium,BEL,1961,92702050
Belgium,BEL,1962,98025630
Belgium,BEL,1963,105687304
Belgium,BEL,1964,103561320
Belgium,BEL,1965,105334560
Belgium,BEL,1966,105103976
Belgium,BEL,1967,107364670
Belgium,BEL,1968,118441240
Belgium,BEL,1969,123495420
Belgium,BEL,1970,125497690
Belgium,BEL,1971,121374170
Belgium,BEL,1972,130641340
Belgium,BEL,1973,138642740
Belgium,BEL,1974,134953760
Belgium,BEL,1975,121823130
Belgium,BEL,1976,129681256
Belgium,BEL,1977,126199330
Belgium,BEL,1978,135450180
Belgium,BEL,1979,139786620
Belgium,BEL,1980,134835890
Belgium,BEL,1981,123577290
Belgium,BEL,1982,117109240
Belgium,BEL,1983,101205500
Belgium,BEL,1984,104970210
Belgium,BEL,1985,104011816
Belgium,BEL,1986,102374090
Belgium,BEL,1987,102592376
Belgium,BEL,1988,99750140
Belgium,BEL,1989,106792200
Belgium,BEL,1990,120335410
Belgium,BEL,1991,123396216
Belgium,BEL,1992,122519256
Belgium,BEL,1993,121451200
Belgium,BEL,1994,124833050
Belgium,BEL,1995,125969300
Belgium,BEL,1996,129503280
Belgium,BEL,1997,124017384
Belgium,BEL,1998,130255750
Belgium,BEL,1999,124718600
Belgium,BEL,2000,126775704
Belgium,BEL,2001,126085030
Belgium,BEL,2002,126883144
Belgium,BEL,2003,128292040
Belgium,BEL,2004,128811736
Belgium,BEL,2005,125657690
Belgium,BEL,2006,123900460
Belgium,BEL,2007,120493400
Belgium,BEL,2008,120204350
Belgium,BEL,2009,107806790
Belgium,BEL,2010,114562660
Belgium,BEL,2011,105158970
Belgium,BEL,2012,102486240
Belgium,BEL,2013,102815960
Belgium,BEL,2014,97080950
Belgium,BEL,2015,101327496
Belgium,BEL,2016,99816290
Belgium,BEL,2017,99282190
Belgium,BEL,2018,100256370
Belgium,BEL,2019,99798730
Belgium,BEL,2020,91254550
Belgium,BEL,2021,94928070
Belgium,BEL,2022,88914970
Belgium,BEL,2023,84703360
Belgium,BEL,2024,85456200
Bulgaria,BGR,1881,3664
Bulgaria,BGR,1882,3664
Bulgaria,BGR,1883,7328
Bulgaria,BGR,1884,10992
Bulgaria,BGR,1885,7328
Bulgaria,BGR,1886,7328
Bulgaria,BGR,1887,10992
Bulgaria,BGR,1888,18320
Bulgaria,BGR,1889,25648
Bulgaria,BGR,1890,32976
Bulgaria,BGR,1891,40304
Bulgaria,BGR,1892,47632
Bulgaria,BGR,1893,62288
Bulgaria,BGR,1894,80608
Bulgaria,BGR,1895,84272
Bulgaria,BGR,1896,106256
Bulgaria,BGR,1897,109920
Bulgaria,BGR,1898,146560
Bulgaria,BGR,1899,146560
Bulgaria,BGR,1900,216176
Bulgaria,BGR,1901,271136
Bulgaria,BGR,1902,238160
Bulgaria,BGR,1903,234496
Bulgaria,BGR,1904,300448
Bulgaria,BGR,1905,359072
Bulgaria,BGR,1906,315104
Bulgaria,BGR,1907,454336
Bulgaria,BGR,1908,597232
Bulgaria,BGR,1909,604560
Bulgaria,BGR,1910,633872
Bulgaria,BGR,1911,897680
Bulgaria,BGR,1912,897680
Bulgaria,BGR,1913,787760
Bulgaria,BGR,1914,1183472
Bulgaria,BGR,1915,762112
Bulgaria,BGR,1916,923328
Bulgaria,BGR,1917,1139504
Bulgaria,BGR,1918,1421632
Bulgaria,BGR,1919,835392
Bulgaria,BGR,1920,1099200
Bulgaria,BGR,1921,1366672
Bulgaria,BGR,1922,1509568
Bulgaria,BGR,1923,1604832
Bulgaria,BGR,1924,1842992
Bulgaria,BGR,1925,1810016
Bulgaria,BGR,1926,1780704
Bulgaria,BGR,1927,1817344
Bulgaria,BGR,1928,2139330
Bulgaria,BGR,1929,2483568
Bulgaria,BGR,1930,2402871
Bulgaria,BGR,1931,2274928
Bulgaria,BGR,1932,2637515
Bulgaria,BGR,1933,2348148
Bulgaria,BGR,1934,2439749
Bulgaria,BGR,1935,2472784
Bulgaria,BGR,1936,2513058
Bulgaria,BGR,1937,2787769
Bulgaria,BGR,1938,3172310
Bulgaria,BGR,1939,3483750
Bulgaria,BGR,1940,4100016
Bulgaria,BGR,1941,4422448
Bulgaria,BGR,1942,5349440
Bulgaria,BGR,1943,5811104
Bulgaria,BGR,1944,4388967
Bulgaria,BGR,1945,5209227
Bulgaria,BGR,1946,4975712
Bulgaria,BGR,1947,5910032
Bulgaria,BGR,1948,6220165
Bulgaria,BGR,1949,7452576
Bulgaria,BGR,1950,7497770
Bulgaria,BGR,1951,8164502
Bulgaria,BGR,1952,9428402
Bulgaria,BGR,1953,10586137
Bulgaria,BGR,1954,11391890
Bulgaria,BGR,1955,12091595
Bulgaria,BGR,1956,12967084
Bulgaria,BGR,1957,14388626
Bulgaria,BGR,1958,15626850
Bulgaria,BGR,1959,19622254
Bulgaria,BGR,1960,22270700
Bulgaria,BGR,1961,25945040
Bulgaria,BGR,1962,30704012
Bulgaria,BGR,1963,34374060
Bulgaria,BGR,1964,42818064
Bulgaria,BGR,1965,46269140
Bulgaria,BGR,1966,48716010
Bulgaria,BGR,1967,55107668
Bulgaria,BGR,1968,59463508
Bulgaria,BGR,1969,66307708
Bulgaria,BGR,1970,61173972
Bulgaria,BGR,1971,64221556
Bulgaria,BGR,1972,66078920
Bulgaria,BGR,1973,68717270
Bulgaria,BGR,1974,71136530
Bulgaria,BGR,1975,72925750
Bulgaria,BGR,1976,72968370
Bulgaria,BGR,1977,75795864
Bulgaria,BGR,1978,81207210
Bulgaria,BGR,1979,78931440
Bulgaria,BGR,1980,77254110
Bulgaria,BGR,1981,80090340
Bulgaria,BGR,1982,89844184
Bulgaria,BGR,1983,90061304
Bulgaria,BGR,1984,87044930
Bulgaria,BGR,1985,89221336
Bulgaria,BGR,1986,91172376
Bulgaria,BGR,1987,91276710
Bulgaria,BGR,1988,86916990
Bulgaria,BGR,1989,86467180
Bulgaria,BGR,1990,76637944
Bulgaria,BGR,1991,61520710
Bulgaria,BGR,1992,57355644
Bulgaria,BGR,1993,58389170
Bulgaria,BGR,1994,56382556
Bulgaria,BGR,1995,57916560
Bulgaria,BGR,1996,58460404
Bulgaria,BGR,1997,55806190
Bulgaria,BGR,1998,53113840
Bulgaria,BGR,1999,46371320
Bulgaria,BGR,2000,45499310
Bulgaria,BGR,2001,49019640
Bulgaria,BGR,2002,46141040
Bulgaria,BGR,2003,50491210
Bulgaria,BGR,2004,49537290
Bulgaria,BGR,2005,50600356
Bulgaria,BGR,2006,51837492
Bulgaria,BGR,2007,55669220
Bulgaria,BGR,2008,54025910
Bulgaria,BGR,2009,45750250
Bulgaria,BGR,2010,47815700
Bulgaria,BGR,2011,53120460
Bulgaria,BGR,2012,48276560
Bulgaria,BGR,2013,42582988
Bulgaria,BGR,2014,45169064
Bulgaria,BGR,2015,48127124
Bulgaria,BGR,2016,45343750
Bulgaria,BGR,2017,47445844
Bulgaria,BGR,2018,43503330
Bulgaria,BGR,2019,42194980
Bulgaria,BGR,2020,36571028
Bulgaria,BGR,2021,42365030
Bulgaria,BGR,2022,46931790
Bulgaria,BGR,2023,34500948
Bulgaria,BGR,2024,31621824
Croatia,HRV,1885,4927
Croatia,HRV,1890,14782
Croatia,HRV,1891,17246
Croatia,HRV,1892,19093
Croatia,HRV,1893,33875
Croatia,HRV,1894,64671.004
Croatia,HRV,1895,64671.004
Croatia,HRV,1896,72062
Croatia,HRV,1897,56048
Croatia,HRV,1898,84996
Croatia,HRV,1899,99162
Croatia,HRV,1900,134269
Croatia,HRV,1901,146588
Croatia,HRV,1902,137349
Croatia,HRV,1903,149051
Croatia,HRV,1904,158906
Croatia,HRV,1905,172456
Croatia,HRV,1906,206332
Croatia,HRV,1907,210027
Croatia,HRV,1908,226041
Croatia,HRV,1909,232200
Croatia,HRV,1910,229736
Croatia,HRV,1911,248830
Croatia,HRV,1912,254989
Croatia,HRV,1913,700295
Croatia,HRV,1919,501971
Croatia,HRV,1920,666420
Croatia,HRV,1921,709534
Croatia,HRV,1922,1031042
Croatia,HRV,1923,1124661
Croatia,HRV,1924,1152993
Croatia,HRV,1925,1265705
Croatia,HRV,1926,1232446
Croatia,HRV,1927,1392584
Croatia,HRV,1928,1559792
Croatia,HRV,1929,1725178
Croatia,HRV,1930,1623552
Croatia,HRV,1931,1476965
Croatia,HRV,1932,1350314
Croatia,HRV,1933,1248693
Croatia,HRV,1934,1299503
Croatia,HRV,1935,1358412
Croatia,HRV,1936,1342894
Croatia,HRV,1937,1497436
Croatia,HRV,1938,1413568
Croatia,HRV,1939,1484990
Croatia,HRV,1940,1731953
Croatia,HRV,1943,61241
Croatia,HRV,1944,15398
Croatia,HRV,1945,869929
Croatia,HRV,1946,1709434
Croatia,HRV,1947,2369832
Croatia,HRV,1948,2675123
Croatia,HRV,1949,3057775
Croatia,HRV,1950,2938796
Croatia,HRV,1951,2781516
Croatia,HRV,1952,2788662
Croatia,HRV,1953,2773925
Croatia,HRV,1954,3311699
Croatia,HRV,1955,3792789
Croatia,HRV,1956,4342407
Croatia,HRV,1957,4710605
Croatia,HRV,1958,4641472
Croatia,HRV,1959,5326171
Croatia,HRV,1960,5821392
Croatia,HRV,1961,6109371
Croatia,HRV,1962,6268905
Croatia,HRV,1963,6974590
Croatia,HRV,1964,7907537
Croatia,HRV,1965,8143818
Croatia,HRV,1966,8072182.5
Croatia,HRV,1967,8161031
Croatia,HRV,1968,8729798
Croatia,HRV,1969,9053721
Croatia,HRV,1970,11841030
Croatia,HRV,1971,12754926
Croatia,HRV,1972,11937099
Croatia,HRV,1973,14279449
Croatia,HRV,1974,14334891
Croatia,HRV,1975,14951388
Croatia,HRV,1976,15426878
Croatia,HRV,1977,14995625
Croatia,HRV,1978,16763645
Croatia,HRV,1979,18237566
Croatia,HRV,1980,17925540
Croatia,HRV,1981,19479716
Croatia,HRV,1982,17890910
Croatia,HRV,1983,19266562
Croatia,HRV,1984,20321102
Croatia,HRV,1985,20731470
Croatia,HRV,1986,21657046
Croatia,HRV,1987,21139226
Croatia,HRV,1988,21820488
Croatia,HRV,1989,21752126
Croatia,HRV,1990,22885220
Croatia,HRV,1991,16999432
Croatia,HRV,1992,16379164
Croatia,HRV,1993,16811040
Croatia,HRV,1994,16054554
Croatia,HRV,1995,16814490
Croatia,HRV,1996,17338434
Croatia,HRV,1997,18569168
Croatia,HRV,1998,19040028
Croatia,HRV,1999,20082224
Croatia,HRV,2000,19652682
Croatia,HRV,2001,20775934
Croatia,HRV,2002,21915520
Croatia,HRV,2003,23226188
Croatia,HRV,2004,22852690
Croatia,HRV,2005,23295552
Croatia,HRV,2006,23496198
Croatia,HRV,2007,24801760
Croatia,HRV,2008,23515656
Croatia,HRV,2009,21752318
Croatia,HRV,2010,20978134
Croatia,HRV,2011,20614658
Croatia,HRV,2012,19050020
Croatia,HRV,2013,18401342
Croatia,HRV,2014,17649938
Croatia,HRV,2015,17793892
Croatia,HRV,2016,18079278
Croatia,HRV,2017,18713126
Croatia,HRV,2018,17694512
Croatia,HRV,2019,17820422
Croatia,HRV,2020,16870106
Croatia,HRV,2021,17402972
Croatia,HRV,2022,17585164
Croatia,HRV,2023,18467598
Croatia,HRV,2024,18464850
Cyprus,CYP,1950,267472
Cyprus,CYP,1951,282128
Cyprus,CYP,1952,315104
Cyprus,CYP,1953,366400
Cyprus,CYP,1954,443344
Cyprus,CYP,1955,450672
Cyprus,CYP,1956,674027
Cyprus,CYP,1957,816805
Cyprus,CYP,1958,765451
Cyprus,CYP,1959,831401
Cyprus,CYP,1960,886331
Cyprus,CYP,1961,864318
Cyprus,CYP,1962,904622
Cyprus,CYP,1963,985230
Cyprus,CYP,1964,999975
Cyprus,CYP,1965,1150110
Cyprus,CYP,1966,1241710
Cyprus,CYP,1967,1362265
Cyprus,CYP,1968,1622201
Cyprus,CYP,1969,1669803
Cyprus,CYP,1970,1702690
Cyprus,CYP,1971,1883533
Cyprus,CYP,1972,2405937
Cyprus,CYP,1973,2503532
Cyprus,CYP,1974,1928765
Cyprus,CYP,1975,1990826
Cyprus,CYP,1976,2487684
Cyprus,CYP,1977,2700114
Cyprus,CYP,1978,2845021
Cyprus,CYP,1979,3045442
Cyprus,CYP,1980,3260647
Cyprus,CYP,1981,3095654
Cyprus,CYP,1982,3157205
Cyprus,CYP,1983,3151348
Cyprus,CYP,1984,3234557
Cyprus,CYP,1985,3144994
Cyprus,CYP,1986,3606067
Cyprus,CYP,1987,4184954.2
Cyprus,CYP,1988,4197559
Cyprus,CYP,1989,4429735
Cyprus,CYP,1990,4647757
Cyprus,CYP,1991,5136100
Cyprus,CYP,1992,5508841
Cyprus,CYP,1993,5752779
Cyprus,CYP,1994,5994995
Cyprus,CYP,1995,5865764
Cyprus,CYP,1996,6215677
Cyprus,CYP,1997,6302385
Cyprus,CYP,1998,6596848
Cyprus,CYP,1999,6863432
Cyprus,CYP,2000,7106901
Cyprus,CYP,2001,6979659
Cyprus,CYP,2002,7171937
Cyprus,CYP,2003,7560774
Cyprus,CYP,2004,7787102
Cyprus,CYP,2005,7951671
Cyprus,CYP,2006,8183131
Cyprus,CYP,2007,8475067
Cyprus,CYP,2008,8691636
Cyprus,CYP,2009,8437988
Cyprus,CYP,2010,8071821
Cyprus,CYP,2011,7792363
Cyprus,CYP,2012,7261668
Cyprus,CYP,2013,6578171
Cyprus,CYP,2014,6929789
Cyprus,CYP,2015,6952477
Cyprus,CYP,2016,7349926
Cyprus,CYP,2017,7469282
Cyprus,CYP,2018,7324203
Cyprus,CYP,2019,7324482
Cyprus,CYP,2020,6903173
Cyprus,CYP,2021,6950782
Cyprus,CYP,2022,7070778
Cyprus,CYP,2023,7188089
Cyprus,CYP,2024,7299328
Czechia,CZE,1860,202377
Czechia,CZE,1861,665349
Czechia,CZE,1862,1131094
Czechia,CZE,1863,1596839
Czechia,CZE,1864,2062583
Czechia,CZE,1865,2528328
Czechia,CZE,1866,2994073
Czechia,CZE,1867,3457045
Czechia,CZE,1868,3922790
Czechia,CZE,1869,4388534
Czechia,CZE,1870,4854279
Czechia,CZE,1871,5320024
Czechia,CZE,1872,5782996
Czechia,CZE,1873,6248741
Czechia,CZE,1874,6714485
Czechia,CZE,1875,7180230
Czechia,CZE,1876,12411540
Czechia,CZE,1877,13040850
Czechia,CZE,1878,13670159
Czechia,CZE,1879,14690362
Czechia,CZE,1880,15563633
Czechia,CZE,1881,16436905
Czechia,CZE,1882,16808392
Czechia,CZE,1883,17953346
Czechia,CZE,1884,18543844
Czechia,CZE,1885,19469790
Czechia,CZE,1886,20467814
Czechia,CZE,1887,21499106
Czechia,CZE,1888,23043270
Czechia,CZE,1889,24396146
Czechia,CZE,1890,26090016
Czechia,CZE,1891,27049228
Czechia,CZE,1892,27459526
Czechia,CZE,1893,28069432
Czechia,CZE,1894,28773594
Czechia,CZE,1895,29863102
Czechia,CZE,1896,30597760
Czechia,CZE,1897,32383114
Czechia,CZE,1898,33106682
Czechia,CZE,1899,33966092
Czechia,CZE,1900,33719356
Czechia,CZE,1901,35233028
Czechia,CZE,1902,35704316
Czechia,CZE,1903,36375210
Czechia,CZE,1904,36730064
Czechia,CZE,1905,37811256
Czechia,CZE,1906,39485716
Czechia,CZE,1907,41498400
Czechia,CZE,1908,42263550
Czechia,CZE,1909,42005730
Czechia,CZE,1910,41567710
Czechia,CZE,1911,42094444
Czechia,CZE,1912,44789108
Czechia,CZE,1913,46848920
Czechia,CZE,1914,42709892
Czechia,CZE,1915,42615636
Czechia,CZE,1916,45357428
Czechia,CZE,1917,42651670
Czechia,CZE,1918,36364120
Czechia,CZE,1919,34354210
Czechia,CZE,1920,34071436
Czechia,CZE,1921,32721332
Czechia,CZE,1922,29203296
Czechia,CZE,1923,30866670
Czechia,CZE,1924,37886108
Czechia,CZE,1925,35654416
Czechia,CZE,1926,36150652
Czechia,CZE,1927,38795416
Czechia,CZE,1928,40846910
Czechia,CZE,1929,45692876
Czechia,CZE,1930,40310730
Czechia,CZE,1931,37718612
Czechia,CZE,1932,32875306
Czechia,CZE,1933,30064200
Czechia,CZE,1934,30032006
Czechia,CZE,1935,30917798
Czechia,CZE,1936,33592620
Czechia,CZE,1937,40691670
Czechia,CZE,1938,46588324
Czechia,CZE,1939,51191668
Czechia,CZE,1940,57693830
Czechia,CZE,1941,58073036
Czechia,CZE,1942,62634000
Czechia,CZE,1943,69152376
Czechia,CZE,1944,65925040
Czechia,CZE,1945,34986292
Czechia,CZE,1946,43566916
Czechia,CZE,1947,49450468
Czechia,CZE,1948,53448484
Czechia,CZE,1949,56186892
Czechia,CZE,1950,57851024
Czechia,CZE,1951,61648584
Czechia,CZE,1952,65915640
Czechia,CZE,1953,68319160
Czechia,CZE,1954,72957440
Czechia,CZE,1955,75746110
Czechia,CZE,1956,81285900
Czechia,CZE,1957,84897320
Czechia,CZE,1958,92773280
Czechia,CZE,1959,92879310
Czechia,CZE,1960,99081330
Czechia,CZE,1961,107527576
Czechia,CZE,1962,114592020
Czechia,CZE,1963,120514520
Czechia,CZE,1964,125440470
Czechia,CZE,1965,122230060
Czechia,CZE,1966,121569530
Czechia,CZE,1967,121311770
Czechia,CZE,1968,126921260
Czechia,CZE,1969,134731730
Czechia,CZE,1970,154465330
Czechia,CZE,1971,162014350
Czechia,CZE,1972,163482380
Czechia,CZE,1973,164133980
Czechia,CZE,1974,166025230
Czechia,CZE,1975,173690880
Czechia,CZE,1976,180427470
Czechia,CZE,1977,185803310
